|tweet_id|tweet_text|compound|negative|neutral|positive
12|852712180818612224|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
13|856017325723725824|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
14|260104802|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
15|855447351103815687|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
16|829183223582359552|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
17|848131744763179008|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
18|809644019433107456|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
19|852222882449174528|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
20|851859868319449088|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
21|1906163570|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
22|805791290|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
23|148683294|"""Silicon Valley 1x05 """"Signaling Risk"""" \u2605\u2605\u2605\u2605\u2605\u2605\u2605\u2605\u2606\u2606 https://t.co/3OAYObnnUZ #SiliconValley #trakt"" "|0.0|0.0|1.0|0.0
24|849560216597352453|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
25|849556074965467136|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
26|849690549753982978|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
27|849947930077405184|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
28|849688472998875140|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
29|849949297240158208|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
30|849950880061431809|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
31|849946851633758209|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
32|849556606585012224|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
33|855575992915701761|RT @EbrahIMred: #SiliconValley Season 4 premieres tonight.\n\nHello Gilfoyle. \U0001f602 https://t.co/A8wnGUSqjy |0.0|0.0|1.0|0.0
34|20284575|"""#ThomasMiddledtich on #SiliconValley S4 "|0.0|0.0|1.0|0.0
35|767309184438329344|HBO\u2019s \u201cSilicon Valley\u201d cast hints about upcoming\xa0season https://t.co/H7Rbhb1OFb @techcrunch #tech #startups #SiliconValley #TV #incubator |0.0|0.0|1.0|0.0
36|1130138412|RT @VHyyrylainen: HBO\u2019s \u201cSilicon Valley\u201d cast hints about upcoming\xa0season https://t.co/H7Rbhb1OFb @techcrunch #tech #startups #SiliconValle\u2026 |0.0|0.0|1.0|0.0
37|781356614615826432|RT @RottenTomatoes: #SiliconValley to return April 23. For more spring premiere dates: https://t.co/glYcLU67dE https://t.co/Afv6gHQhlc |0.0|0.0|1.0|0.0
